"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000004468.11"	175.972635882097	0.443528886177639	1.15888708727195	0.382719672217348	0.701927626698678	0.967982758850391
"ENSG00000004478.7"	8254.14063009961	0.110739619561003	0.465450304160041	0.237919319358584	0.811943671021666	0.981173501878545
"ENSG00000004487.14"	2115.91022109915	0.284048552525231	0.381141163727288	0.745258134144944	0.456115685034833	0.90622685812824
"ENSG00000004534.13"	3315.1612788831	0.884774326594331	0.487848956566303	1.81362348875718	0.0697357116751799	0.550424066059536
"ENSG00000004660.13"	272.219021002294	1.44965829218953	0.688179649051187	2.10651142356246	0.0351599518698861	0.42795486910169
"ENSG00000004700.14"	926.17866198837	0.103312295289764	0.626799377676222	0.164825140179272	0.869081615671959	0.987824373716955
"ENSG00000004766.14"	985.790463698025	-0.182562042880653	0.386361226147289	-0.472516470405487	0.636558188345407	0.953310783646196
"ENSG00000004776.10"	487.916187830068	-1.5975248300511	0.898037095504304	-1.77890739485989	0.0752549455505255	0.567125232543944
"ENSG00000004777.17"	668.327519126949	-0.470222435367929	0.532444119988242	-0.883139502748783	0.377160903204312	0.876304083918127
"ENSG00000004779.8"	2208.427522701	-0.324093399538036	0.402891204529335	-0.804419148133672	0.421154946259033	0.894369063287301
"ENSG00000004799.7"	2720.35072464586	-3.15232663381783	1.09690981877308	-2.87382479385935	0.00405533863056405	0.183154411079622
"ENSG00000004838.12"	151.186655005603	-0.489744316193466	0.990624455860201	-0.494379392005017	0.621038265253252	0.949322889205756
"ENSG00000004864.12"	1733.64412415896	-0.143287348224285	0.452011710124977	-0.316999194964812	0.75124421310315	0.975758083741914
"ENSG00000004866.17"	1025.27065772503	-0.235328502450607	0.2973555737515	-0.791404376523546	0.428708056892845	0.897142700203855
"ENSG00000004897.10"	2207.43542141729	0.142190626661119	0.295387377693997	0.481370015777787	0.630253543230597	0.951984485472979
"ENSG00000004961.13"	1030.40043474338	-0.682993476468802	0.362641375692488	-1.88338541117814	0.0596481559774654	0.521041779512345
"ENSG00000004975.10"	1481.05927744077	0.918066695877651	0.333853737770958	2.74990689637716	0.00596121997412232	0.215280049878323
"ENSG00000005001.8"	1975.56208189029	-0.183352587821557	1.03622316184553	-0.176943147550382	0.859553046462831	0.987824373716955
"ENSG00000005007.11"	6184.98645321858	-0.0768349054631459	0.225437672843375	-0.340825490673547	0.733234959398781	0.97288345678241
"ENSG00000005020.11"	1967.19379364146	0.12712532873352	0.565317963166079	0.224874030221065	0.822077272779433	0.982526347127772
"ENSG00000005022.5"	11667.9316413391	-0.312982811719047	0.478308669920674	-0.654353206206684	0.512884274459949	0.917973526829735
"ENSG00000005059.14"	594.017014142282	-0.622006782508143	0.865990694479652	-0.718260353688776	0.47259677072081	0.910121113111785
"ENSG00000005075.14"	1720.96786986428	-0.318535811583423	0.472421360505555	-0.674262085106706	0.500144704372349	0.913944308962241
"ENSG00000005100.11"	1097.92926131121	0.987735507479207	0.353142979944178	2.79698468771867	0.00515819778390814	0.201517812809368
"ENSG00000005102.11"	101.362466672495	-3.01375444102125	1.14855724125158	-2.62394796948662	0.00869170617686324	0.249414499044076
"ENSG00000005108.14"	314.879865712389	-0.873262996300528	0.939172893748137	-0.929821337597841	0.352463596616237	0.863124038065261
"ENSG00000005156.10"	1262.86714514005	0.909936729277654	0.382379642901615	2.37966833791876	0.0173282263404797	0.323239597458042
"ENSG00000005175.8"	1073.19309107724	-0.27779377214865	0.232236151629438	-1.19616937414596	0.231630469595392	0.797997690008722
"ENSG00000005187.10"	2079.3519722256	-2.43489451303876	1.13728135047272	-2.14097814232746	0.0322758007548565	0.411888375164181
"ENSG00000005189.18"	189.852288032487	0.0942015958596499	0.58608796239244	0.160729450021656	0.872306493229241	0.987824373716955
"ENSG00000005194.13"	2328.81353584089	-0.250276223763312	0.353253969455421	-0.708488072049524	0.478642216854724	0.910121113111785
"ENSG00000005206.15"	3623.92635449393	0.662633228607263	0.466710640772123	1.41979455945338	0.155667499326393	0.712113206755887
"ENSG00000005238.18"	1188.95593871797	-0.261563420913966	0.511636373956447	-0.511229135042364	0.609190619807176	0.946638815747218
"ENSG00000005243.8"	354.750124360616	-0.300530506185519	0.710792532481577	-0.422810443908692	0.672433567139558	0.961436738757234
"ENSG00000005249.11"	238.876023271298	-1.61145501491464	0.97664227556081	-1.6499951468815	0.098943928678866	0.62455376446269
"ENSG00000005302.16"	1190.98232979274	-0.39048982460305	0.393902784735387	-0.991335526773112	0.321521770855309	0.846753778662783
"ENSG00000005339.11"	4676.38301192321	0.0528621859956263	0.374950423854512	0.140984467898982	0.887882212599288	0.989649297811421
"ENSG00000005379.14"	1370.57756953368	1.15803853128523	0.835968521318135	1.3852657148612	0.165971233199338	0.721569234605317
"ENSG00000005421.7"	946.783831832616	-1.46930850306325	1.59055024529832	-0.923773711271646	0.355604145093777	0.863748321024616
"ENSG00000005436.12"	924.374270345639	0.311242330347033	0.307554005399043	1.01199244647523	0.311541665038617	0.841850862284961
"ENSG00000005448.15"	796.090765512157	0.175710057670813	0.621700492833853	0.28262814602235	0.777461902220132	0.977739368539447
"ENSG00000005469.10"	927.210236109911	-0.746161378760964	0.508685149874695	-1.46684325057409	0.14241870109825	0.695670382454865
"ENSG00000005471.14"	289.076525029845	-2.12461321648837	1.45458894711878	-1.46062791188999	0.14411758206349	0.698069776549329
"ENSG00000005483.18"	3198.07262785457	0.214941424849076	0.378798172741491	0.567429941104183	0.570422112502511	0.935315735713054
"ENSG00000005486.15"	4896.65358558745	-0.475304705325973	0.400830147710414	-1.18580078879038	0.235700979948733	0.800197612264745
"ENSG00000005513.9"	147.293793208603	3.19016890603072	1.07719075412863	2.96156357989846	0.00306081291183834	0.159764398545792
"ENSG00000005700.13"	2940.43987037859	0.0124549438621886	0.507559814412408	0.0245388691313307	0.980422779957337	0.998117201067154
"ENSG00000005801.15"	1143.72975637488	0.468400566036927	0.407009095338698	1.15083562358021	0.249799866225262	0.810126282181737
"ENSG00000005810.16"	1667.09136538234	-0.136484320813928	0.533069014321284	-0.256034991993865	0.797923817905944	0.979689701413654
"ENSG00000005812.9"	1479.45570978406	-0.297176204761411	0.446181619636254	-0.666043135088536	0.505383529716666	0.916921471542438
"ENSG00000005844.16"	745.339400156759	-2.36201911152116	0.790759522328773	-2.98702582115617	0.0028170592806066	0.153323409804941
"ENSG00000005882.10"	1153.86283725673	-0.783649143909625	0.452017073087118	-1.73367155925677	0.0829763755748333	0.590060197685693
"ENSG00000005884.16"	11405.3816275996	0.0247104127781401	1.07028511594698	0.0230876916907104	0.981580323678614	0.998117201067154
"ENSG00000005889.14"	1630.71033368331	-0.0503785220895373	0.511099644321343	-0.0985688850486911	0.921480575812713	0.993056238568157
"ENSG00000005893.14"	16309.3045632327	-0.83259848668048	0.464384472285572	-1.79290767967038	0.0729876871791885	0.561042844133145
"ENSG00000005961.16"	72.0633607791034	-0.299552773200106	0.863562820885633	-0.346880117989444	0.72868138389081	0.972625444616831
"ENSG00000006007.10"	2292.7966756636	0.16273139623974	0.406263191908734	0.400556583714081	0.688746616106067	0.965125645824021
"ENSG00000006015.16"	1571.32923667215	-0.76546315527365	0.508221521755737	-1.50616044875319	0.132025989890344	0.68335320733183
"ENSG00000006016.9"	149.180989985974	0.578681745859618	0.614018594265072	0.942449872470475	0.345962363844837	0.860375266302826
"ENSG00000006025.10"	846.125295890323	0.797476562186358	0.705161588077559	1.13091321999043	0.258091618497435	0.814409416006141
"ENSG00000006042.10"	2839.13501497626	0.616154940389972	0.796034493741331	0.77403045374839	0.438912782323231	0.900935288142214
"ENSG00000006047.11"	80.8317443888986	3.40951606796854	1.43878086379532	2.36972575446596	0.0178012838169174	0.326681773331787
"ENSG00000006062.12"	1941.82182234756	-0.631594515048982	0.6355282645837	-0.993810268159678	0.320315246170805	0.846328819118452
"ENSG00000006071.10"	66.1738016513895	-2.05749634219827	1.53995345131341	-1.33607697066652	0.181524116368963	0.744903123684572
"ENSG00000006118.13"	8831.97440389526	-2.01599112249634	1.1755451201655	-1.71494150918896	0.0863559512694032	0.59990694292752
"ENSG00000006125.15"	11640.3357985281	-0.243575043382923	0.336835211737443	-0.723128208973548	0.469601119942862	0.909679557431396
"ENSG00000006194.9"	1778.59394612118	0.254397933235418	0.285596974899708	0.890758500942645	0.373058742828418	0.874314743267304
"ENSG00000006210.6"	5521.56374293423	-0.623716991659504	0.79872890344489	-0.780886967993062	0.434868977511029	0.899743949797366
"ENSG00000006282.18"	8042.32047884703	-0.231995929933041	0.65446368508835	-0.3544825102125	0.722977309030221	0.972374169433838
"ENSG00000006283.16"	37.9115249399642	-1.86700607571532	1.25479376229155	-1.48789875421896	0.136777596287621	0.688471380990153
"ENSG00000006327.12"	9125.74068190726	-0.283373446746119	0.772733427601982	-0.366715657203428	0.713831126274287	0.970685793303832
"ENSG00000006432.14"	557.872707986862	1.1171827511137	0.643127817019351	1.73710842782608	0.0823680340402744	0.58830943415949
"ENSG00000006451.6"	2737.21554266284	0.0170503830034597	0.377495510769606	0.0451671146199828	0.963974106218606	0.99721597945701
"ENSG00000006453.12"	5431.85538646713	-0.292235978073414	0.586663971280954	-0.498131796700128	0.618391150474356	0.94862050693917
"ENSG00000006459.9"	857.274033991198	1.47318575598	0.50639385125981	2.90916991253941	0.00362389845922185	0.173511168333269
"ENSG00000006468.12"	1371.788887336	-0.0809737638183612	1.01701302600694	-0.0796192002931227	0.936540124069352	0.994617878470561
"ENSG00000006530.14"	1107.04194444613	0.6470180191568	0.4062989916349	1.59246769614976	0.111279655943604	0.651512886039417
"ENSG00000006534.14"	2799.78301893726	0.685913397502586	0.987764600884976	0.694409778289332	0.487425263244396	0.912181345493727
"ENSG00000006555.9"	1286.56756491243	-0.399522255657502	0.656049872604699	-0.608981530735291	0.542536681009288	0.929442812184814
"ENSG00000006576.15"	1032.77697183734	-0.681977773167053	0.419226909467592	-1.6267509498213	0.103790002964576	0.633878258017506
"ENSG00000006606.7"	17.7101247180778	-0.00577816443304554	0.963794082006871	-0.00599522713504725	0.995216529485636	0.999421944799129
"ENSG00000006607.12"	1622.78950750729	0.502560202145048	0.37113476347083	1.3541178343013	0.175698787256739	0.734604220461999
"ENSG00000006611.14"	6555.12857073031	-0.418752045867001	0.934561803138007	-0.44807314450574	0.654100408956078	0.959546987546759
"ENSG00000006625.16"	1356.15177568339	0.480851641288436	0.451581828767538	1.06481618757952	0.286959118310904	0.825694563181144
"ENSG00000006634.6"	339.350964030701	0.682644019639372	0.530265630571561	1.28736237139029	0.197968013327893	0.759299384421383
"ENSG00000006638.10"	211.222971018216	-0.0515859416790535	0.462138516351061	-0.111624415308129	0.911121212386501	0.991023137179418
"ENSG00000006652.12"	1544.33245114207	-0.143885434027368	0.379962656472154	-0.378683093131581	0.704923209690845	0.968299527760986
"ENSG00000006695.9"	889.18320166581	-0.259910174737897	0.570725412679337	-0.455403192084471	0.648819199231574	0.957820989279676
"ENSG00000006704.9"	1476.4073214568	1.53486817467157	0.638600555055764	2.40348706639872	0.0162395414583683	0.316571632674151
"ENSG00000006712.13"	3290.70505639127	-0.390499206395577	0.367319872090163	-1.06310394853814	0.287734814026492	0.826546311930358
"ENSG00000006715.14"	4125.74349351783	-0.47903931425297	0.387175138123213	-1.23726775581474	0.215987694371408	0.781778877088174
"ENSG00000006740.15"	638.556295091514	-0.133256623156915	0.688607252673029	-0.193516148195711	0.846554760645442	0.986148561584461
"ENSG00000006744.17"	3492.6735038161	0.234552521103364	0.321740807507175	0.729010792633551	0.465995060644621	0.907858405435781
"ENSG00000006747.13"	209.96441286014	0.0998275081869862	1.26129223540871	0.0791470092215689	0.936915692808869	0.994617878470561
"ENSG00000006756.14"	4136.69771010132	-0.11056081952969	0.516514181251292	-0.2140518567406	0.830506618367712	0.984483347705939
"ENSG00000006757.10"	1066.66926331758	-0.264275766680897	0.607250692671966	-0.435200436771931	0.663416945580115	0.959860533173091
"ENSG00000006831.9"	4391.52275187596	0.344626639437283	0.352851666716574	0.976689844330827	0.328722724438429	0.85013498923442
"ENSG00000006837.10"	46.478703674751	-0.0698338542740388	0.415068056784735	-0.168246756483736	0.866389158818767	0.987824373716955
"ENSG00000007001.11"	29.9796629599153	-1.58850991132168	1.14883251778993	-1.3827167030209	0.166751748318911	0.7222445056072
"ENSG00000007038.9"	363.08850607717	0.624194061086094	1.90576510970918	0.327529378046671	0.74326752672415	0.974712192369086
"ENSG00000007047.13"	2417.94087738403	-0.792536771632693	0.519575960289825	-1.52535304210496	0.127171064435587	0.67793524033552
"ENSG00000007062.10"	4736.00762322341	-0.931113149989993	1.34357460812595	-0.693011868755642	0.488302103179204	0.912181345493727
"ENSG00000007080.9"	2773.41061275415	-0.507877176437067	0.499215949931381	-1.01734965901405	0.308987120867466	0.839661248160952
"ENSG00000007129.16"	60.1393523064643	-1.83096220832631	0.839259781280143	-2.18163940315774	0.0291361563974685	0.398041468206234
"ENSG00000007168.11"	5285.02203116976	0.212242731114324	0.274612691175289	0.772880270776875	0.439593241847463	0.901265217026608
"ENSG00000007171.15"	80.1537514119813	-0.738659584132999	0.890739759766934	-0.829265311257996	0.406954295200408	0.890017677535995
"ENSG00000007174.16"	40.5187698972461	1.28382552066311	1.12464692631564	1.14153650414441	0.253646730116444	0.81218425310306
"ENSG00000007202.13"	5719.32496543425	0.630860308305886	0.399486536204347	1.57917789745781	0.114295258155628	0.659244756679211
"ENSG00000007216.13"	38.7626051330616	2.07204332896912	1.32052525519128	1.56910541530611	0.116623378176335	0.662277319912929
"ENSG00000007237.17"	3531.33628423898	-3.75576695595332	1.36239380198025	-2.75674107625436	0.00583805598398746	0.214481195227108
"ENSG00000007255.9"	1622.45870400754	-0.389508164367179	0.600342438987596	-0.648809977558869	0.516461207514568	0.918445178675229
"ENSG00000007264.12"	117.548774479743	-1.97726532056008	0.655256378113843	-3.01754456210201	0.00254831571031766	0.143914096300509
"ENSG00000007306.13"	6511.66480819238	2.42867047281245	1.93326912211064	1.2562505887235	0.209025130394327	0.775154606503161
"ENSG00000007312.11"	231.536989108949	-3.20598269997237	1.09230613257176	-2.93505877553217	0.00333484513146951	0.167214911788959
"ENSG00000007314.10"	37.4097430247638	-1.82989893531733	0.955132682127094	-1.91585836141856	0.0553831267341621	0.503795196441402
"ENSG00000007341.17"	477.771527625184	-0.253570899814513	0.391173874125387	-0.648230663107203	0.51683577229291	0.918638891010846
"ENSG00000007372.19"	202.372653173747	-1.05807459864714	0.826962459601704	-1.27947113724696	0.200731197181872	0.763138067853229
"ENSG00000007376.6"	1227.31373479259	0.218212193991511	0.42901474186918	0.50863565443178	0.611007632463684	0.947381690657107
"ENSG00000007384.14"	3184.12821428467	-0.662613190828873	0.541499685104016	-1.22366311386053	0.221079339941679	0.787438831668032
"ENSG00000007392.15"	2483.27189316306	0.711629221697246	0.488051388767078	1.45810305651414	0.144812139042734	0.698824799116851
"ENSG00000007402.10"	105.381963016773	-0.352160944163495	0.634680515177221	-0.554863330041197	0.578988145634967	0.93831742491173
"ENSG00000007516.12"	1000.69988982099	-1.25548334548321	0.908775063344863	-1.38151165907023	0.16712169549072	0.722328703768037
"ENSG00000007520.3"	2515.49605726865	-0.196095831025532	0.465540145610602	-0.421222171437725	0.673592855817451	0.961975974584379
"ENSG00000007541.13"	3458.16216824964	-0.333936300378866	0.435351786006872	-0.767049340584524	0.443052180208505	0.901397251932224
"ENSG00000007545.14"	875.6021587967	0.532897850349184	0.407250508325913	1.30852593048876	0.190694985357887	0.750513034441401
"ENSG00000007866.17"	1953.14522926365	-0.267823724919453	0.543222476863735	-0.493027693672983	0.621993019620367	0.949485528707759
"ENSG00000007908.14"	129.59552530531	-2.83547413671432	1.4594716154444	-1.94280868960302	0.0520392776038373	0.491914081812819
"ENSG00000007923.14"	941.184097080812	0.0876018238718742	0.377694150838556	0.2319385240078	0.816585762438166	0.982442185129749
"ENSG00000007933.11"	1069.46413403086	-1.63925369164083	1.40113459957669	-1.16994733563506	0.242022163061878	0.805641665732173
"ENSG00000007944.13"	931.085358349694	0.349348369966522	0.53831167525213	0.648970449698861	0.516357476646602	0.918445178675229
"ENSG00000007952.16"	53.1591430388649	0.977097832845442	0.519285197345475	1.88162080845025	0.0598875188890725	0.521939398201114
"ENSG00000007968.6"	168.311763466203	0.23261014611733	0.688141889416311	0.33802642986119	0.735343270717174	0.973197721534724
"ENSG00000008018.8"	4975.79254790217	-0.139652496949237	0.437595905193048	-0.319135748968282	0.749623576121644	0.975758083741914
"ENSG00000008056.11"	122.122534139115	-1.00766303022628	0.741588501633347	-1.35878998663937	0.174213147254537	0.732602502733401
"ENSG00000008083.12"	875.92012606374	1.09650394595175	0.390041004776943	2.81125300294728	0.0049348964229065	0.196818917042183
"ENSG00000008086.9"	1087.84318988432	-1.28643366483219	0.844972106877529	-1.52245695965754	0.127894621999567	0.678672854126063
"ENSG00000008118.8"	36.5988932343125	-1.22773531542567	0.731792107639876	-1.67771051724687	0.093403625270435	0.618043055226378
"ENSG00000008128.21"	280.293360075736	0.605275199263225	0.687289838235517	0.88066950155578	0.378496728699272	0.876327344828934
"ENSG00000008130.14"	2256.23956062302	0.478424189403921	0.414779841807388	1.15344127457883	0.248729308464345	0.809226379056336
"ENSG00000008226.18"	46.3674922137605	-0.175940100544081	0.621545473015417	-0.283068750690936	0.777124135645998	0.977739368539447
"ENSG00000008256.14"	1093.94502392086	-0.32684762551032	0.478390036284126	-0.683224149167266	0.494465215182457	0.912770651352368
"ENSG00000008277.13"	237.647392219744	-0.871582866716941	0.94392118323004	-0.923364028905928	0.355817530736761	0.863947395423879
"ENSG00000008282.6"	5722.25071134003	-0.378780736213631	0.275201221992551	-1.37637737750992	0.168704828132037	0.725233356578407
"ENSG00000008283.14"	5370.91009098539	-0.152263319240153	0.441890101080609	-0.344572822219382	0.73041554057188	0.972644172237242
"ENSG00000008294.19"	3311.67563394534	-0.0110810020684104	0.406248573301274	-0.0272764085750837	0.978239273096318	0.998117201067154
"ENSG00000008300.13"	298.49123478947	0.536749121300879	1.13759542068409	0.471827779491331	0.637049720787612	0.953483368682052
"ENSG00000008311.13"	273.209017908488	-1.09563331511187	0.998403452564694	-1.09738534286657	0.27247297792584	0.819630528158827
"ENSG00000008323.14"	1142.49095981092	-0.371768062761454	0.862509466397739	-0.431030704293761	0.666446045108272	0.960493974022809
"ENSG00000008324.9"	452.565789881276	-0.310557908109571	0.495527770633742	-0.626721500820007	0.530841807513165	0.924675839594532
"ENSG00000008382.14"	1439.18310350146	-0.800263394635667	0.514661703249497	-1.55493091788824	0.119962522949895	0.665559219861617
"ENSG00000008394.11"	6900.85680757813	0.890424578648131	0.905220083538601	0.98365535060531	0.325285000177093	0.84881447098596
"ENSG00000008405.10"	748.510709490016	0.368482515511157	0.397572691536762	0.926830547859912	0.354014521646746	0.863594641749752
"ENSG00000008441.15"	5497.16403534238	-1.3624007756822	0.773455957038853	-1.76144583706886	0.0781629726920686	0.577470073002252
"ENSG00000008513.13"	3060.88443848837	0.100256718046833	0.849206435027694	0.118059300909046	0.906020671032931	0.991023137179418
"ENSG00000008516.15"	112.598379065083	-0.799644940363442	0.724164875267491	-1.1042304973271	0.269493163437689	0.818116506566838
"ENSG00000008517.15"	11426.250113399	-0.805051396868513	0.797301958526912	-1.00971957770669	0.312629660004796	0.841905416511365
"ENSG00000008710.16"	2765.83536148428	0.257488253558258	0.341099542386963	0.754877159190523	0.450322691728036	0.903883827561798
"ENSG00000008735.13"	720.044248782407	-3.01065847692326	1.1769738506716	-2.55796547663768	0.01052865442486	0.266665132653414
"ENSG00000008838.16"	3993.7367329645	0.529089364689087	0.317158850685165	1.66821567030554	0.0952729212376782	0.621114414151632
"ENSG00000008853.15"	911.102023341734	-0.315488341459638	0.570673077683525	-0.552835509150472	0.580376051032589	0.93850550862761
"ENSG00000008869.10"	1487.65614461895	0.22411809195897	0.374699717166482	0.598127198103522	0.549755063617726	0.930688958821927
"ENSG00000008952.15"	5991.01200145873	-0.567242425375951	0.331563990019565	-1.71080829779639	0.0871165072864263	0.60168971626894
"ENSG00000008988.8"	37998.8382051997	-0.375954089103165	0.568928262146702	-0.660811061986269	0.508733487813784	0.917493413278479
"ENSG00000009307.14"	24165.9122942857	-0.5427031499504	0.353475405520553	-1.53533496666105	0.124701569264109	0.671637659774893
"ENSG00000009335.16"	4049.97256975683	-0.13147191447999	0.360689070094719	-0.364502075001786	0.715483124594034	0.970975616905045
"ENSG00000009413.14"	920.413627449827	-0.0690344927724574	0.53908842806524	-0.128057827210683	0.898103210202487	0.990324024687348
"ENSG00000009694.12"	37.223238490118	-2.42697747969866	1.10939021290536	-2.18766801028712	0.0286937938786517	0.3955141985361
"ENSG00000009724.15"	295.117266791351	-1.82867307581072	1.54703799480193	-1.18204794061625	0.237186679139827	0.801984835095088
"ENSG00000009765.13"	832.647453939282	-2.18637660190706	1.56326115187294	-1.39859971527314	0.161933051784965	0.717149907722154
"ENSG00000009780.14"	444.895161194922	-0.0116691509258564	0.368177852737804	-0.0316943315277754	0.974715815402942	0.998117201067154
"ENSG00000009790.13"	233.728928011067	-1.96378602312644	0.821624465545139	-2.39012603139013	0.0168425920162448	0.321300545753508
"ENSG00000009830.10"	1164.98212750968	0.374446986188195	0.41526512162854	0.90170584208886	0.367213148792455	0.87108244849949
"ENSG00000009844.14"	1415.65575237461	0.434547189017754	0.390260699169018	1.11347924590674	0.26550265697419	0.8166327351501
"ENSG00000009950.14"	2045.74230823371	-1.08847940771541	1.12832099824895	-0.964689489431312	0.334700361265038	0.853211311479683
"ENSG00000009954.9"	4918.45170299595	-0.117490060268033	0.233674947008691	-0.502792711722164	0.615110018357332	0.94862050693917
