	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	natural_killer_cell	monocyte	B_cell	T_cell	granulocyte
TCGA.A3.3376.01A	0.134237061673238	0	0.278197485345128	0	0.158589492308292	0.0236462214595914	0	0	0	0	0.0402405646767579	0.252614701746074	0	0	0	0	0.112474472790919	0	0	0	0.158589492308292	0.134237061673238	0.112474472790919	0.301843706804719	0
TCGA.A3.3378.01A	0.184854619164241	0	0.1737289593748	0	0.0916389630659685	0.0429856791688996	0	0.00935187085192139	0.0248538827355699	0	0.0119798903159302	0.206902122612349	0.0679879621567887	0	0	0	0	0	0	0.185716050553531	0.0916389630659685	0.184854619164241	0	0.2167146385437	0.0342057535874913
TCGA.A3.3380.01A	0.0138356031239573	0.00296210348678738	0.28878807967997	0	0.184821670599299	0.0333252341676122	0	0	0.0899699204088413	0	0.0460487186798506	0.134420934669534	0.00611627601780704	0	0	0.0289711424374432	0.170740316728898	0	0	0	0.184821670599299	0.0167977066107447	0.170740316728898	0.322113313847582	0.0899699204088413
TCGA.A3.3382.01A	0.0202520078534935	0	0.259542919825299	0	0.183930470915861	0.0575895559087158	0.0651464884965588	0	0.0291220546374959	0	0.059386242833374	0.134770124957645	0.0286665040597252	0	0	0	0.125968837977343	0	0.00857774136635548	0.0270470511681335	0.183930470915861	0.0202520078534935	0.134546579343698	0.317132475734015	0.0291220546374959
TCGA.A3.3383.01A	0.0413659476353134	0	0.321523243105134	0	0.13869927609594	0.048424880267425	0.00377576810972357	0	0	0	0.0957369735756689	0.0866563778550765	0.0359639884390743	0	0	0	0.124509640926104	0	0	0.103343903990541	0.13869927609594	0.0413659476353134	0.124509640926104	0.369948123372559	0
TCGA.A3.3385.01A	0	0.0241046243598545	0.293328839357617	0	0.209100100918445	0.037151212163156	0	0	0.128717348253446	0	0.0113843951835658	0.0458649015252126	0.00243355014875052	0	0	0.0532004873686594	0.173498513624943	0	0	0.0212160270963504	0.209100100918445	0.0241046243598545	0.173498513624943	0.330480051520773	0.128717348253446
TCGA.A3.3387.11A	0	0.0517470194183223	0.251776081772318	0	0.0901173585860234	0.014820605647772	0.138444609868594	0	0.046519281373362	0	0.0167914459742538	0.235186613028865	0.134421563048226	0	0	0	0	0	0.0201754212822631	0	0.0901173585860234	0.0517470194183223	0.0201754212822631	0.26659668742009	0.046519281373362
TCGA.A3.3387.01A	0.106061242380949	0	0.290076502842699	0	0.167948154088085	0.042377089339401	0	0	0.0154527515465951	0	0.0333842548107529	0.120077332250052	0.0473297943766069	0	0	0	0.083559522651855	0	0	0.0937333557130044	0.167948154088085	0.106061242380949	0.083559522651855	0.3324535921821	0.0154527515465951
TCGA.A3.A6NI.01A	0.0528119996282861	0	0.291440594688521	0	0.152689423603292	0.0413038175745882	0	0	0	0	0.0478585739134895	0.107201288506525	0.0426851845653713	0	0	0	0.0765339650976786	0	0	0.187475152422248	0.152689423603292	0.0528119996282861	0.0765339650976786	0.332744412263109	0
TCGA.A3.A6NJ.01A	0.0144544583361649	0	0.316444593882697	0	0.129668116292631	0.0761491245017436	0	0.00469340018376181	0.0120677401819902	0	0.0283735838630072	0.224237590560669	0.10322827512227	0	0	0	0.0737223645678573	0	0	0.0169607525072077	0.129668116292631	0.0144544583361649	0.0737223645678573	0.392593718384441	0.016761140365752
TCGA.A3.A6NL.01A	0.0696040330926071	0	0.26270995186332	0	0.170478540251155	0.0386702155519672	0	0.00046656062646375	0	0	0.0389105244336489	0.154580321472006	0.0469321298466953	0	0	0	0.0992526206572337	0	0	0.118395102204903	0.170478540251155	0.0696040330926071	0.0992526206572337	0.301380167415287	0.00046656062646375
TCGA.A3.A6NN.01A	0.0794509935990848	0	0.290555922902142	0	0.142629391964226	0.0389490547606463	0	0.00577870488171553	0.0143101256872855	0	0.0290970791405077	0.169874006730256	0.0413847433478807	0	0	0	0.0536168620396752	0	0	0.13435311494658	0.142629391964226	0.0794509935990848	0.0536168620396752	0.329504977662788	0.020088830569001
TCGA.A3.A8CQ.01A	0.0266691957253207	0	0.32909296589032	0	0.201720099881662	0.0385429409241862	0	0	0.015553253282867	0	0.0508762667579056	0.160474959461565	0.0192164164968091	0	0	0.0233300321968695	0.134523869382496	0	0	0	0.201720099881662	0.0266691957253207	0.134523869382496	0.367635906814506	0.015553253282867
TCGA.A3.A8OU.01A	0.0501253116708358	0	0.289051866400487	0	0.147194005225415	0.0497587574826123	0	0.0077289500861922	0	0	0.041863753428131	0.102884559939534	0.0338139674837885	0	0	0	0.0478280313844557	0	0	0.229750796898548	0.147194005225415	0.0501253116708358	0.0478280313844557	0.338810623883099	0.0077289500861922
TCGA.A3.A8OV.01A	0	0.00390517282737905	0.339232146918619	0	0.151836986414175	0.0466479954969487	0	0.0109662247404333	0	0	0.0221408119643593	0.127470435062475	0.0343116055062238	0	0	0	0.0795155334288193	0	0.0136002284422757	0.170372859198292	0.151836986414175	0.00390517282737905	0.093115761871095	0.385880142415568	0.0109662247404333
TCGA.A3.A8OW.01A	0.00105913768764942	0	0.375983924835461	0	0.158864587829069	0.0524677722753761	0	0	0.0199071637581509	0	0.059591667091148	0.161396268217904	0.0340939985661983	0	0	0	0.108265380894213	0	0.000807664674082183	0.0275624341707478	0.158864587829069	0.00105913768764942	0.109073045568295	0.428451697110837	0.0199071637581509
TCGA.A3.A8OX.01A	0	0.00201030963252498	0.246266636782822	0	0.106985184243788	0.0315475845786772	0	0	0.0513095486691569	0	0.0336206208766897	0.363493640263818	0.0584273512659997	0	0	0	0.09038086020432	0	0.0159582634822034	0	0.106985184243788	0.00201030963252498	0.106339123686523	0.277814221361499	0.0513095486691569
TCGA.AK.3425.01A	0.0564644271509277	0	0.128675434656264	0	0.136281227351529	0.0458727988748345	0	0	0.0103419438582988	0	0.0190714789221658	0.200839980494929	0.084880696028613	0	0	0	0.0663950892435092	0	0	0.251176923418929	0.136281227351529	0.0564644271509277	0.0663950892435092	0.174548233531098	0.0103419438582988
TCGA.AK.3426.01A	0.0101455189540278	0	0.159701800806316	0	0.0597044870173003	0.0959255348691526	0.0479716868800244	0	0.0212375204373492	0	0	0.364773495729366	0.182371364142267	0	0	0	0	0	0	0.0581685911641975	0.0597044870173003	0.0101455189540278	0	0.255627335675469	0.0212375204373492
TCGA.AK.3427.01A	0.00673198815674809	0	0.50024979772738	0	0.157121432119288	0.0243638438425373	0.0115004743246718	0	0.0231394822019254	0	0	0.0500971549713805	0.09382435857005	0	0	0.119290504690809	0.0102876696581626	0	0.00339329373704776	0	0.157121432119288	0.00673198815674809	0.0136809633952104	0.524613641569917	0.0231394822019254
TCGA.AK.3428.01A	0.0411414595479934	0	0.339829340722497	0	0.192888877502859	0.0502846864180031	0.0713642525730184	0	0.0164721227749434	0	0.0346006153705755	0.0792743896624082	0.0336156260337498	0	0	0.0231059409805284	0.0970004531798248	0	0	0.0204222352335992	0.192888877502859	0.0411414595479934	0.0970004531798248	0.3901140271405	0.0164721227749434
TCGA.AK.3429.01A	0.0376927438096587	0	0.252409203954268	0	0.118717834569922	0.0755370403594639	0	0.00095641430704767	0.000512261322866899	0	0.0146588216116761	0.100222951076795	0.127088180020467	0	0	0	0.0730521967343575	0	0	0.199152352233477	0.118717834569922	0.0376927438096587	0.0730521967343575	0.327946244313732	0.00146867562991457
TCGA.AK.3431.01A	0.0664484349503171	0	0.313381349234768	0	0.198135948213334	0.0351324996888708	0.0438352888472625	0	0	0	0.0246413985355707	0.121889517640881	0.0259586314807722	0	0	0.0229186521806264	0.130893976616581	0	0	0.0167643026110157	0.198135948213334	0.0664484349503171	0.130893976616581	0.348513848923639	0
TCGA.AK.3433.01A	0.0276247685606663	0	0.416807672368066	0	0.158184055530186	0.00119554756759994	0.082779303732289	0	0.00833868635128974	0	0	0.171103143935269	0.0132225355315356	0	0	0.0198653086872532	0.0939009117456125	0	0.00697806599023262	0	0.158184055530186	0.0276247685606663	0.100878977735845	0.418003219935666	0.00833868635128974
TCGA.AK.3434.01A	0	0.0317605420072097	0.354606711021178	0	0.17487487986929	0.0483045787938069	0.0241333008210606	0	0.0335825055611623	0	0.0202292602107598	0.0961906074840883	0.0467770066278587	0	0	0.0137120896107263	0.110760153474182	0	0	0.0450683645186775	0.17487487986929	0.0317605420072097	0.110760153474182	0.402911289814985	0.0335825055611623
TCGA.AK.3436.01A	0.0142057818311802	0.00218112740007094	0.195166704919734	0	0.178401754387035	0.0525209500612793	0.0377936863449081	0	0	0	0.0254775959653221	0.0606604233442797	0.0416878494317342	0	0	0	0.098274905541023	0	0.0073764615358475	0.286252759237586	0.178401754387035	0.0163869092312511	0.105651367076871	0.247687654981013	0
TCGA.AK.3440.01A	0.0139909126214237	0	0.445482759462785	0	0.132954136388056	0.0162923283309292	0.111340736974139	0	0.035840902561355	0	0.012049982452685	0.0750369457881141	0.0422813620453766	0	0	0.0855631714494845	0.0157552415471896	0	0.0134115203784628	0	0.132954136388056	0.0139909126214237	0.0291667619256524	0.461775087793714	0.035840902561355
TCGA.AK.3443.01A	0.016968953639167	0	0.836765081325835	0	0.0527867323536227	0	0.0200792587982727	0	0.0159628819092314	0	0	0	0.0439113125724904	0	0.0107139389229645	0	0	0	0.00281184047841666	0	0.0527867323536227	0.016968953639167	0.0135257794013812	0.836765081325835	0.0159628819092314
TCGA.AK.3445.01A	0.073805577036852	0	0.201697816002312	0	0.168682950553345	0.0472119057052283	0.112027447442752	0	0.0125149361286106	0	0	0.0895433941758723	0.0649217034767648	0	0	0	0.11949516101905	0	0	0.110099108459213	0.168682950553345	0.073805577036852	0.11949516101905	0.24890972170754	0.0125149361286106
TCGA.AK.3447.01A	0.0112316318400652	0	0.303286214358711	0	0.0927486773368875	0.015680441752562	0.0486323448129026	0	0.0456562463790383	0	0	0.274665463596688	0.0637259548983687	0	0	0.10075181580181	0.043621209222967	0	0	0	0.0927486773368875	0.0112316318400652	0.043621209222967	0.318966656111273	0.0456562463790383
TCGA.AK.3450.01A	0	0.0338239441207295	0.385380385935646	0	0.125112356700214	0.0455003770565965	0	0	0.0729136617702627	0	0.0533659156826862	0.148151734987614	0.0255987001259725	0	0	0.0130647769657839	0.0957553503194774	0	0.00133279633501653	0	0.125112356700214	0.0338239441207295	0.0970881466544939	0.430880762992242	0.0729136617702627
TCGA.AK.3451.01A	0.00152003695721267	0	0.268226860964024	0	0.114979676258306	0.0623844901601142	0.0320320164216874	0	0	0	0.0154092446506864	0.167407283018488	0.0619032960190897	0	0	0	0.0495689163503165	0	0.0179649047178748	0.2086032744822	0.114979676258306	0.00152003695721267	0.0675338210681913	0.330611351124138	0
TCGA.AK.3453.01A	0.000955065837066397	0.00297619958888062	0.394085865225971	0	0.0653984640746165	0.0917904996535372	0	0.00785054925139747	0.00491074165184	0	0	0.128407040844678	0.166657439148584	0	0	0	0.0251118093952435	0	0	0.111856325328186	0.0653984640746165	0.00393126542594702	0.0251118093952435	0.485876364879508	0.0127612909032375
TCGA.AK.3454.01A	0.024715811877082	0	0.184205069267612	0	0.108582898086777	0.0495624413652019	0.0814117192497863	0	0	0	0	0.270930577181006	0.088889111978491	0	0	0	0.00536668902115728	0	0.0161420126225565	0.17019366935033	0.108582898086777	0.024715811877082	0.0215087016437138	0.233767510632814	0
TCGA.AK.3455.01A	0	0.0279275422327119	0.268795359018438	0	0.0790169386734118	0.144283910716202	0.00584350897829717	0.00196449055505401	0.0449180977959056	0	0.029008188080549	0.0708254467098806	0.160973386269569	0	0	0.0174130624761633	0.0476913139522244	0	0	0.101338754541592	0.0790169386734118	0.0279275422327119	0.0476913139522244	0.41307926973464	0.0468825883509596
TCGA.AK.3456.01A	0	0.00364856536724533	0.0776472970769681	0	0.110551637800349	0.0401156413364848	0	0	0.0295420955029158	0	0.0336012760026211	0.619101996537606	0	0	0	0	0.042974140861955	0	0.0428173495138548	0	0.110551637800349	0.00364856536724533	0.0857914903758098	0.117762938413453	0.0295420955029158
TCGA.AK.3458.01A	0	0.0422943935377259	0.331495725392802	0	0.166595544968523	0.0613668386868978	0	0.00404771641281278	0.0302524939599567	0	0.0223714770528379	0.0475530867753668	0.0352675971705429	0	0	0.0401229989555824	0.0236409896999339	0	0.00357100546883659	0.191420131918181	0.166595544968523	0.0422943935377259	0.0272119951687705	0.3928625640797	0.0343002103727695
TCGA.AK.3460.01A	0.00701960057589649	0.00168480111181647	0.309439508029787	0	0.194377517958726	0.0534379204079393	0	0.00211839053332127	0.067591522583239	0	0.0129161225341315	0.196262116074736	0.0212867362427644	0	0	0.0218464187332901	0.0757821173914539	0	0	0.0362372278228985	0.194377517958726	0.00870440168771296	0.0757821173914539	0.362877428437726	0.0697099131165603
TCGA.AK.3461.01A	0	0.0341754383881747	0.366090911027707	0	0.156397318041687	0.0387810504846672	0	0	0.121856302960035	0	0	0.0647922037310308	0.070458265958803	0	0	0.0533574028708062	0.094091106537089	0	0	0	0.156397318041687	0.0341754383881747	0.094091106537089	0.404871961512374	0.121856302960035
TCGA.AK.3465.01A	0	0	0.388473786321639	0	0.104657562746245	0	0.100897675573615	0	0.0266414279737838	0	0.0420797077865069	0.0928154102584547	0.0823181724350532	0	0	0.0274019306246795	0.134714326280023	0	0	0	0.104657562746245	0	0.134714326280023	0.388473786321639	0.0266414279737838
TCGA.AS.3777.01A	0.20257081712318	0	0.181931751288323	0	0.0982526189773829	0.0303986187635741	0	0.00365524833958342	0	0	0	0.176754057788687	0.0911877089651805	0	0.00502347255305694	0	0	0	0.0501101363754203	0.160115569825612	0.0982526189773829	0.20257081712318	0.0551336089284772	0.212330370051897	0.00365524833958342
TCGA.AS.3778.01A	0.0286001533543404	0	0.279820039333262	0	0.150771045734465	0.0487069187666219	0	0.00283392319579841	0.00547719304421045	0	0.0668345692364914	0.176934889765012	0.0133325827299923	0	0	0	0.0987411239492817	0	0.0163537519888634	0.111593808901661	0.150771045734465	0.0286001533543404	0.115094875938145	0.328526958099884	0.00831111624000886
TCGA.B0.4688.01A	0.102205404986091	0	0.19350726947676	0	0.156119410819779	0.034319599292894	0.124050722669197	0	0	0	0.104137075804765	0.147222580981727	0	0	0	0.0140498553663151	0.124388080602473	0	0	0	0.156119410819779	0.102205404986091	0.124388080602473	0.227826868769654	0
