	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	natural_killer_cell	monocyte	B_cell	T_cell	granulocyte
TCGA.3U.A98F.01A	0.0514784635474545	0	0.199449228017392	0	0.195845919673476	0.0378002213418972	0.10581115983385	0	0	0	0.142723252922227	0.0100481550214326	0.00427514203255646	0.0101843082263906	0	0	0.242384149383324	0	0	0	0.195845919673476	0.0514784635474545	0.242384149383324	0.237249449359289	0
TCGA.3U.A98G.01A	0.162057950520808	0	0.208869487814489	0	0.174346426473212	0.0361313594814398	0.0629795929734119	0	0	0	0.047739939083479	0.142438161605227	0.0921423713372517	0	0	0	0.0545531526864849	0	0	0.0187415580241977	0.174346426473212	0.162057950520808	0.0545531526864849	0.245000847295929	0
TCGA.3U.A98H.01A	0.0516873018262479	0	0.0934799608088955	0	0.116593786952684	0.044166476129853	0.429913103663498	0	0	0	0	0.0670942714943339	0.0357663353653881	0	0	0	0.103708096319748	0	0	0.0575906674393518	0.116593786952684	0.0516873018262479	0.103708096319748	0.137646436938749	0
TCGA.3U.A98I.01A	0.1723767047894	0	0.145487836303914	0	0.165731759046267	0.0340490214473308	0.192031394109711	0	0	0	0	0.12483841414079	0.0615206811914312	0	0	0	0.0818018951056828	0	0	0.0221622938654734	0.165731759046267	0.1723767047894	0.0818018951056828	0.179536857751245	0
TCGA.3U.A98J.01A	0.030565652885829	0	0.0891448580744406	0	0.107255475523268	0.0413616502610125	0.456664379551289	0	0	0	0	0.113896977041649	0.0219004110954004	0	0	0.0134317212193381	0.125778874347773	0	0	0	0.107255475523268	0.030565652885829	0.125778874347773	0.130506508335453	0
TCGA.LK.A4NW.01A	0	0.00275816938779227	0.08178963643266	0	0.131551140839565	0.0434953761486468	0.340905758709835	0	0	0	0	0.251926316031652	0.00747978965771783	0	0	0	0.130128822739946	0	0	0.00996499005218502	0.131551140839565	0.00275816938779227	0.130128822739946	0.125285012581307	0
TCGA.LK.A4NZ.01A	0	0.0299810739718331	0.051762509225352	0	0.08475590133314	0.043705057963577	0.63945095914955	0	0	0	0	0	0.0338829757002082	0	0	0.0160916086302666	0.100369914026073	0	0	0	0.08475590133314	0.0299810739718331	0.100369914026073	0.095467567188929	0
TCGA.LK.A4O0.01A	0.111047079484265	0	0.177656480684971	0	0.145301845570888	0.043436438341109	0.243701265657427	0	0	0	0.0355626385884529	0.108005236329563	0.0659368626912143	0	0	0.00839724536604108	0.0609549072860694	0	0	0	0.145301845570888	0.111047079484265	0.0609549072860694	0.22109291902608	0
TCGA.LK.A4O2.01A	0.272417222006746	0	0.119829240674288	0	0.100310713971718	0.0342906481176012	0.238597301582713	0	0	0	0	0.109074294152009	0.0493950119566997	0	0	0	0.035459537094416	0	0	0.0406260304438082	0.100310713971718	0.272417222006746	0.035459537094416	0.154119888791889	0
TCGA.LK.A4O4.01A	0	0.0197421877106394	0.182067295226517	0	0.137198098737699	0.0529023524518129	0.141923274856513	0	0	0	0	0.222543685975161	0.0386961494569076	0	0	0.148766415302072	0.045139311745485	0	0.0110212285371922	0	0.137198098737699	0.0197421877106394	0.0561605402826772	0.23496964767833	0
TCGA.LK.A4O5.01A	0.0176842840663406	0	0.077277231954533	0	0.104032205374471	0.0496623061283228	0.51656659027351	0	0	0	0	0.1011935826381	0.0398778915570652	0	0	0	0.0937059080076573	0	0	0	0.104032205374471	0.0176842840663406	0.0937059080076573	0.126939538082856	0
TCGA.LK.A4O6.01A	0.0075040710326865	0	0.155041105033172	0	0.165027065075608	0.0487382588409885	0.288595006851579	0	0	0	0.0206393852184958	0.0587913357265325	0.0384340617066352	0	0	0	0.125616011976942	0	0	0.0916136985373605	0.165027065075608	0.0075040710326865	0.125616011976942	0.203779363874161	0
TCGA.LK.A4O7.01A	0	0.0190614113895224	0.0775292525918469	0	0.113493817834219	0.0450679403795667	0.50649040385911	0	0	0	0	0.101569220135032	0.0128984467808214	0	0	0.00772940418999997	0.116160102839881	0	0	0	0.113493817834219	0.0190614113895224	0.116160102839881	0.122597192971414	0
TCGA.MQ.A4KX.01A	0	0.0224192365747834	0.0518833526493672	0	0.0860376487523457	0.0457773007253141	0.606757115295463	0	0	0	0	0.0361985372053787	0.0801480307247732	0	0	0	0.0707787780725753	0	0	0	0.0860376487523457	0.0224192365747834	0.0707787780725753	0.0976606533746813	0
TCGA.MQ.A4LC.01A	0	0.0440469911920068	0.0466958350965832	0	0.0558727458268487	0.0365286179440484	0.665707522810359	0	0	0	0	0.000255724536510249	0.0469080692115557	0	0	0.00631294638696213	0.082711059113471	0.0149604878816544	0	0	0.0558727458268487	0.0440469911920068	0.082711059113471	0.0832244530406316	0.0149604878816544
TCGA.MQ.A4LI.01A	0.0263129889060264	0	0.114230409461906	0	0.150891695821947	0.0474276145908301	0.315898414102068	0	0	0	0.0159161023157756	0.0620889173316196	0.0282999224817742	0	0	0.0185789894176449	0.118241225809638	0	0	0.102113719760771	0.150891695821947	0.0263129889060264	0.118241225809638	0.161658024052736	0
TCGA.MQ.A4LJ.01A	0	0.0299171047221095	0.103083194460415	0	0.100458341127605	0.0446474217656009	0.549063651224339	0	0	0	0	0.0390865171588093	0.0228172493902748	0	0	0.00954582895900056	0.101380691191847	0	0	0	0.100458341127605	0.0299171047221095	0.101380691191847	0.147730616226016	0
TCGA.MQ.A4LM.01A	0	0	0.185531832270585	0	0.16234485034385	0.040399401498	0.125612247718959	0	0	0	0.0499754196155377	0.0444285070731007	0.238283108604708	0	0	0	0.0893104488105883	0	0	0.0641141840646718	0.16234485034385	0	0.0893104488105883	0.225931233768585	0
TCGA.MQ.A4LP.01A	0.218179282813972	0	0.146801691422946	0	0.129921594816614	0.0443247606997868	0.0960785083885465	0	0	0	0.133304102266407	0.0912446093745715	0.0392129834942093	0	0	0	0.0807674264669643	0	0	0.0201650402559837	0.129921594816614	0.218179282813972	0.0807674264669643	0.191126452122733	0
TCGA.MQ.A4LV.01A	0	0.0240884862422438	0.106027686341383	0	0.102526600088887	0.06141806830121	0.520212375375926	0	0	0	0	0.0371588328689683	0.056564408987624	0	0	0.010713983049385	0.0575179144972505	0.023771644247123	0	0	0.102526600088887	0.0240884862422438	0.0575179144972505	0.167445754642593	0.023771644247123
TCGA.MQ.A6BL.01A	0	0.0118477917745873	0.159088520292043	0	0.0502797354152281	0.0606061741561497	0.339612589261568	0	0	0	0	0.0759520680661548	0.215892286401007	0	0	0	0.0867208346332624	0	0	0	0.0502797354152281	0.0118477917745873	0.0867208346332624	0.219694694448193	0
TCGA.MQ.A6BN.01A	0	0.0140878225454711	0.0576614694609178	0	0.115369147800028	0.0533713964392048	0.539260774338878	0	0	0	0	0.00247435342159712	0.0556598927057237	0	0	0	0.0855679888591594	0	0	0.0765471544290199	0.115369147800028	0.0140878225454711	0.0855679888591594	0.111032865900123	0
TCGA.MQ.A6BQ.01A	0.000766279877021408	0.00868759491234975	0.0538890785906328	0	0.0739131150308069	0.0386071578539607	0.616500216868991	0	0	0	0	0.0649234949848729	0.0692241551876651	0	0	0	0.0734889066936997	0	0	0	0.0739131150308069	0.00945387478937116	0.0734889066936997	0.0924962364445935	0
TCGA.MQ.A6BR.01A	0.248544052399546	0	0.118127287894558	0	0.109015857989897	0.0347380840882168	0.336089991693977	0	0	0	0	0	0.057537270797134	0	0	0	0.0848150183492375	0	0	0.0111324367874343	0.109015857989897	0.248544052399546	0.0848150183492375	0.152865371982775	0
TCGA.MQ.A6BS.01A	0	0.0100515642748813	0.0940261149034903	0	0.151924451202364	0.0385255464456069	0.508168481118813	0	0	0	0	0	0.0199122254985532	0	0	0.0225759050014297	0.154607713439431	0.000207998115431097	0	0	0.151924451202364	0.0100515642748813	0.154607713439431	0.132551661349097	0.000207998115431097
TCGA.NQ.A57I.01A	0.0129054453607848	0	0.192451212417716	0	0.194667838890555	0.0297137033904555	0.147946405742485	0	0	0	0.0698990017464677	0.0376740299464079	0.0141657788624297	0	0	0.0606402770322096	0.214996115698733	0	0	0.0249401909117551	0.194667838890555	0.0129054453607848	0.214996115698733	0.222164915808172	0
TCGA.NQ.A638.01A	0	0.0168558175244099	0.072743022494686	0	0.100677011043503	0.0442597041583188	0.618198965882768	0	0	0	0	0.00195379638638088	0.051992902626738	0	0	0.0083473515834972	0.0849714282996984	0	0	0	0.100677011043503	0.0168558175244099	0.0849714282996984	0.117002726653005	0
TCGA.SC.A6LM.01A	0.0112217084850054	0	0.111908722544973	0	0.108021370055467	0.0416645262686878	0.403954305220895	0	0	0	0.0278039581888924	0.110763076888286	0.0706635528010454	0	0	0	0.113998779546749	0	0	0	0.108021370055467	0.0112217084850054	0.113998779546749	0.153573248813661	0
TCGA.SC.A6LN.01A	0.0286768690628824	0	0.166523295733076	0	0.144887729702646	0.0463269411532645	0.307531211579944	0	0	0	0.0462269289836477	0.0247276291494643	0.0272705708820612	0	0	0	0.207136820805427	0	0	0.000692002947587157	0.144887729702646	0.0286768690628824	0.207136820805427	0.21285023688634	0
TCGA.SC.A6LP.01A	0.204486388078812	0	0.152880929976228	0	0.116599905372407	0.0406061412520609	0.152786321825323	0	0	0	0.0547921312457521	0.082879791006056	0.0506403101541872	0	0	0	0.0260160056121228	0	0	0.118312075477051	0.116599905372407	0.204486388078812	0.0260160056121228	0.193487071228289	0
TCGA.SC.A6LQ.01A	0.0898395165185917	0	0.104269765706888	0	0.127567784294647	0.0383216995361688	0.441342541425488	0	0	0	0	0.041462298595928	0.057670547781888	0	0	0	0.0991842824806728	0	0	0.000341563659727211	0.127567784294647	0.0898395165185917	0.0991842824806728	0.142591465243057	0
TCGA.SC.A6LR.01A	0	0.0155049338265349	0.0790182605667829	0	0.10814431108001	0.0363300963584961	0.559718025678313	0	0	0	0	0.0100991473195862	0.0263255082885214	0	0	0.0320414884407639	0.127976656178625	0.0048415722623663	0	0	0.10814431108001	0.0155049338265349	0.127976656178625	0.115348356925279	0.0048415722623663
TCGA.SC.AA5Z.01A	0.0943933769510478	0	0.0719119822159053	0	0.0980619205384964	0.0448068725404014	0.488964511482031	0	0	0	0	0.0935306426629164	0.0216914834114973	0	0	0	0.0866392101977045	0	0	0	0.0980619205384964	0.0943933769510478	0.0866392101977045	0.116718854756307	0
TCGA.SH.A7BC.01A	0.0856678722992287	0	0.116979889717937	0	0.111913502841671	0.0414430076436231	0.445034334212809	0	0	0	0	0.0667274679588191	0.0527695143282945	0	0	0	0.0794644109976174	0	0	0	0.111913502841671	0.0856678722992287	0.0794644109976174	0.15842289736156	0
TCGA.SH.A7BD.01A	0	0.0377749677423687	0.0413657072753093	0	0.0927740548371515	0.0538450493490546	0.603840197992603	0	0	0	0	0	0.067578933679599	0	0	0	0.0479592990454412	0	0	0.0548617900784731	0.0927740548371515	0.0377749677423687	0.0479592990454412	0.0952107566243639	0
TCGA.SH.A7BH.01A	0.0937688549300842	0	0.0242171796257244	0	0.104031278959152	0.0394189669673908	0	0.0068830754447491	0	0	0.0210323199158088	0.055944435122008	0.0250995746072019	0	0.0119738713622626	0	0	0	0	0.617630443065619	0.104031278959152	0.0937688549300842	0.0119738713622626	0.0636361465931152	0.0068830754447491
TCGA.SH.A9CT.01A	5.60620128053117e-05	0.00202224003419264	0.105754764370614	0	0.135941133913588	0.0529814630386282	0.48790278148522	0	0	0	0.0265145882473316	0.0526534132427587	0.0201313551065389	0	0	0	0.116042198548322	0	0	0	0.135941133913588	0.00207830204699795	0.116042198548322	0.158736227409242	0
TCGA.SH.A9CU.01A	0.0232907354297623	0	0.107180638095465	0	0.115969952738417	0.0473611108704447	0.476506704041009	0	0	0	0.0145445311366467	0.0715628977851239	0.0320344037436945	0	0	0	0.111549026159437	0	0	0	0.115969952738417	0.0232907354297623	0.111549026159437	0.15454174896591	0
TCGA.TS.A7OU.01B	0.0511201965667454	0	0.0713348991137442	0	0.107244669595459	0.044499797631922	0.476036496666942	0	0	0	0	0.0935548126026182	0.0635974461187808	0	0	0	0.0663466640691519	0	0	0.0262650176346366	0.107244669595459	0.0511201965667454	0.0663466640691519	0.115834696745666	0
TCGA.TS.A7OY.01A	0.153890072849255	0	0.0987529896828641	0	0.12394740687783	0.0317677591891854	0.248130158673428	0	0	0	0	0.102950437525663	0.104561381902686	0.00349003613214394	0	0	0.0816623641420488	0	0	0.0508473930248969	0.12394740687783	0.153890072849255	0.0816623641420488	0.13052074887205	0
TCGA.TS.A7OZ.01A	0	0.0213920757084764	0.110057155073625	0	0.123778473682959	0.0660572394617812	0.374007648213769	0	0	0	0.0632759113292928	0.0899571175601478	0.0384395876698135	0	0	0	0.0872871057291413	0	0	0.025747685570994	0.123778473682959	0.0213920757084764	0.0872871057291413	0.176114394535406	0
TCGA.TS.A7P0.01A	0.0245031259724272	0	0.10628621522688	0	0.11550048795145	0.0423549977307646	0.438129726046058	0	0	0	0	0.076666050479844	0.05475580650962	0	0	0	0.141803590082956	0	0	0	0.11550048795145	0.0245031259724272	0.141803590082956	0.148641212957645	0
TCGA.TS.A7P1.01A	0	0.037332439960547	0.0567133739834363	0	0.0934167074195031	0.049551234305681	0.618995930029572	0	0	0	0	0	0.039682764240875	0	0	0.0193178869336457	0.0849896631267402	0	0	0	0.0934167074195031	0.037332439960547	0.0849896631267402	0.106264608289117	0
TCGA.TS.A7P3.01A	0.0646689607389142	0	0.15662600436275	0	0.191904934661103	0.0477147650053078	0.205698699611098	0	0	0	0.073470890759473	0.0682213852301918	0.010462651481	0	0	0	0.139488773719055	0	0	0.0417429344311068	0.191904934661103	0.0646689607389142	0.139488773719055	0.204340769368058	0
TCGA.TS.A7P6.01A	0.0141585507528642	0.00222849704596059	0.0665008895235757	0	0.100218645712809	0.0555121482870864	0.638471989623141	0	0	0	0	0	0.0499267550414132	0	0	0	0.0729825240131497	0	0	0	0.100218645712809	0.0163870477988248	0.0729825240131497	0.122013037810662	0
TCGA.TS.A7P7.01A	0.0354326911440656	0	0.138584005921978	0	0.143922785833399	0.0304839114196399	0.172989102990378	0	0	0	0.110828480775512	0.132786947125275	0	0	0	0.0361923371258785	0.198779737663874	0	0	0	0.143922785833399	0.0354326911440656	0.198779737663874	0.169067917341618	0
TCGA.TS.A7P8.01A	0.0842685168010446	0	0.120822575759632	0	0.147466936075703	0.0356108429125524	0.265364109576193	0	0	0	0.0168710271052712	0.0777067207142695	0.0292526151088751	0	0	0	0.222636655946459	0	0	0	0.147466936075703	0.0842685168010446	0.222636655946459	0.156433418672184	0
TCGA.TS.A7PB.01A	0	0.0301531107379051	0.0729236578004116	0	0.105112339151237	0.0515381397279206	0.532905674344182	0	0	0	0	0.00379370587124047	0.07716021418897	0	0	0	0.0735914335163864	0	0	0.0528217246617463	0.105112339151237	0.0301531107379051	0.0735914335163864	0.124461797528332	0
TCGA.TS.A8AF.01A	0.0208491181266891	0	0.0998815340587822	0	0.131523708862259	0.0537780121172527	0.519941534743458	0	0	0	0	0.0206576280768998	0.0453791068143606	0	0	0.00762523964363215	0.100364117556666	0	0	0	0.131523708862259	0.0208491181266891	0.100364117556666	0.153659546176035	0
TCGA.TS.A8AI.01A	0	0.00735434581179075	0.137091126825811	0	0.16619472282298	0.0566508359879171	0.452724941074854	0	0	0	0	0.00846033398889227	0.0534844189351436	0	0	0.00675214165376501	0.111287132898846	0	0	0	0.16619472282298	0.00735434581179075	0.111287132898846	0.193741962813728	0
TCGA.TS.A8AS.01A	0	0.0284193761390825	0.106687014292376	0	0.104864357149623	0.0421968861668286	0.525804301829028	0	0	0	0	0.012578927699291	0.0512732831503483	0	0	0.0403669925284193	0.0852243723770572	0.00258448866794555	0	0	0.104864357149623	0.0284193761390825	0.0852243723770572	0.148883900459205	0.00258448866794555
TCGA.TS.A8AV.01A	0.137704675285164	0	0.174624212038498	0	0.0981846635879935	0.0749450296810277	0.0577407400847792	0	0.0169980667768741	0	0	0.14271802848423	0.20019570881246	0	0	0	0.0594983379811645	0	0	0.037390537267809	0.0981846635879935	0.137704675285164	0.0594983379811645	0.249569241719526	0.0169980667768741
TCGA.TS.A8AY.01A	0	0.00484447474950146	0.0832069889613063	0	0.132166302187902	0.0499922622715384	0.526977770500179	0	0	0	0	0.00960912100431769	0.0305091085900423	0	0	0.00621500387676175	0.156478967858451	0	0	0	0.132166302187902	0.00484447474950146	0.156478967858451	0.133199251232845	0
TCGA.UD.AABY.01A	0	0	0.0643699304988618	0	0.12108325120369	0.0206851947458003	0.145791976923905	0	0	0	0.0327747889558341	0	0.172281065257563	0.165987583497227	0	0	0.051209433544703	0.0430223984347769	0	0.182794376937639	0.12108325120369	0	0.051209433544703	0.0850551252446621	0.0430223984347769
TCGA.UD.AABZ.01A	0	0.043642446045774	0.108141177119094	0	0.110047874871041	0.0557641315636902	0.475470433775888	0	0	0	0	0.0312916107412686	0.0254021641158811	0	0	0	0.0629606883593203	0.00174323815356534	0	0.0855362352544768	0.110047874871041	0.043642446045774	0.0629606883593203	0.163905308682784	0.00174323815356534
TCGA.UD.AAC1.01A	0.261707983224339	0	0.0983182302739428	0	0.0761282901437144	0.0378159170779191	0.446072212879556	0	0	0	0	0.0107511773934517	0.0442252022490549	0	0	0	0.0249809867580226	0	0	0	0.0761282901437144	0.261707983224339	0.0249809867580226	0.136134147351862	0
TCGA.UD.AAC4.01A	0	0.0186541371876034	0.12271185277517	0	0.126599318172231	0.0497163387075124	0.535688050513849	0	0	0	0	0.000894294300301186	0.0274240414880391	0	0	0.0279352781496293	0.0790405847163448	0.0113361039893197	0	0	0.126599318172231	0.0186541371876034	0.0790405847163448	0.172428191482682	0.0113361039893197
TCGA.UD.AAC5.01A	0.0111026548532033	0	0.169372298913711	0	0.187733602111045	0.0464730707336046	0.387675716351082	0	0	0	0	0.0189230372892009	0.0275980583857695	0	0	0.0107066876393698	0.140414873723014	0	0	0	0.187733602111045	0.0111026548532033	0.140414873723014	0.215845369647316	0
TCGA.UD.AAC6.01A	0.0632469691776919	0	0.104714918164438	0	0.118596564797346	0.0436522113907905	0.500865287678646	0	0	0	0	0.0276783743831974	0.0482055353430476	0	0	0	0.0930401390648421	0	0	0	0.118596564797346	0.0632469691776919	0.0930401390648421	0.148367129555228	0
TCGA.UD.AAC7.01A	0	0.0119249978404899	0.116649329113556	0	0.14616226209676	0.0543135821406098	0.499394071897821	0	0	0	0	0.045064524475935	0.0375455111273878	0	0	0.0159647232783639	0.0729809980290764	0	0	0	0.14616226209676	0.0119249978404899	0.0729809980290764	0.170962911254166	0
TCGA.UT.A88C.01B	0.00673435035362318	0	0.104093946206231	0	0.129012067165114	0.0460990798775029	0.514201719429171	0	0	0	0	0.0353939854262908	0.0440750362872108	0	0	0.0126279451531466	0.10776187010171	0	0	0	0.129012067165114	0.00673435035362318	0.10776187010171	0.150193026083734	0
TCGA.UT.A88D.01B	0	0.0161320717226929	0.13126344747885	0	0.121440204434379	0.0454239354563719	0.435408851657608	0	0	0	0	0.0224920211666407	0.0265148164307451	0	0	0	0.201324651652712	0	0	0	0.121440204434379	0.0161320717226929	0.201324651652712	0.176687382935222	0
TCGA.UT.A88E.01B	0.00210120149017242	0.00813739107266346	0.115213327621622	0	0.15139594132277	0.0443147486016645	0.426957173965137	0	0	0	0	0.0652331324990301	0.0360535481037462	0	0	0.0277533409260963	0.103775094982322	0	0	0.0190650994147766	0.15139594132277	0.0102385925628359	0.103775094982322	0.159528076223286	0
TCGA.UT.A88G.01B	0.0863961893275432	0	0.142589294471235	0	0.171440264056865	0.0359198529195232	0.199696079002686	0	0	0	0.0884265355258427	0.0316017610143353	0.0191073071084598	0	0	0	0.22482271657351	0	0	0	0.171440264056865	0.0863961893275432	0.22482271657351	0.178509147390758	0
TCGA.UT.A97Y.01A	0.0174467338347287	0	0.162139525729699	0	0.172366825645978	0.0472088996574953	0.334816283471012	0	0	0	0.0186235226610926	0.0326436482676716	0.0182453868047227	0	0	0.00916910322215569	0.138328121469326	0	0	0.0490119492361189	0.172366825645978	0.0174467338347287	0.138328121469326	0.209348425387194	0
TCGA.XT.AASU.01A	0.0215268904482097	0	0.202992036885331	0	0.228113277233625	0.0404506901439521	0.198154825979983	0	0	0	0.0172698252135907	0.0139683994424895	0.00465306565796783	0	0	0.0486391085324952	0.224231880462356	0	0	0	0.228113277233625	0.0215268904482097	0.224231880462356	0.243442727029283	0
TCGA.YS.A95B.01A	0	0.0024652169678554	0.129284923942669	0	0.175249509018882	0.0520744180624303	0.380872836334938	0	0	0	0	0.0975783991058624	0.0022023124997917	0	0	0.0432086999115788	0.117063684155993	0	0	0	0.175249509018882	0.0024652169678554	0.117063684155993	0.181359342005099	0
TCGA.YS.A95C.01A	0.0279593815795028	0	0.10756112914739	0	0.138564867192214	0.0436965085421418	0.456065140638106	0	0	0	0	0.0513786248233777	0.025332737529832	0	0	0	0.137021202653659	0	0	0.012420407893777	0.138564867192214	0.0279593815795028	0.137021202653659	0.151257637689532	0
TCGA.YS.AA4M.01A	0.225353072060468	0	0.13171472822894	0	0.083652044059243	0.0354222370372011	0.227542407305658	0	0	0	0	0.0810438389258006	0.148986478448149	0	0	0	0.0662851939345405	0	0	0	0.083652044059243	0.225353072060468	0.0662851939345405	0.167136965266141	0
TCGA.ZN.A9VO.01A	0	0.0421779659354897	0.054043471483045	0	0.0683027207257803	0.0411917497220602	0.50339691126322	0	0	0	0	0	0.111715575055295	0	0	0	0.0685596659237025	0	0	0.110611939891408	0.0683027207257803	0.0421779659354897	0.0685596659237025	0.0952352212051052	0
TCGA.ZN.A9VP.01A	0	0.0338662283442494	0.100553650176321	0	0.122990958828439	0.0495395723611207	0.574499268810102	0	0	0	0	0.00285150495487553	0.0489023507904266	0	0	0	0.0541596163807042	0	0	0.0126368493537611	0.122990958828439	0.0338662283442494	0.0541596163807042	0.150093222537442	0
TCGA.ZN.A9VQ.01A	0	0.016312671459828	0.190086190008478	0	0.166012820380556	0.051397749020476	0.344312072042184	0	0	0	0.0732229169053867	0.0074534389338312	0.014824646109443	0	0	0	0.136377495139818	0	0	0	0.166012820380556	0.016312671459828	0.136377495139818	0.241483939028954	0
TCGA.ZN.A9VS.01A	0	0.0199528602746691	0.0391518143791005	0	0.0543336940683972	0.0357266948783836	0.706643692922631	0	0	0	0	0	0.0266867600563382	0	0	0.0191145768711273	0.0717868617527826	0.0266030447965703	0	0	0.0543336940683972	0.0199528602746691	0.0717868617527826	0.0748785092574841	0.0266030447965703
TCGA.ZN.A9VU.01A	0	0.0316803264154025	0.0405254692929334	0	0.0519548277194506	0.0336327176422385	0.688299078156021	0	0	0	0	0.00601558724267389	0.0386617597587229	0	0	0.00591850026414984	0.0829168102625412	0.0203949232458667	0	0	0.0519548277194506	0.0316803264154025	0.0829168102625412	0.0741581869351719	0.0203949232458667
TCGA.ZN.A9VV.01A	0.0306917429686692	0	0.20020168435099	0	0.177462182443242	0.0412267644536714	0.171466146621863	0	0	0	0.109735961053487	0.00137431757853333	0.0410940567398036	0	0	0	0.204827604455709	0	0	0.0219195393340322	0.177462182443242	0.0306917429686692	0.204827604455709	0.241428448804661	0
TCGA.ZN.A9VW.01A	0.0729032076068248	0	0.159415713475862	0	0.132097898451963	0.0392462943164061	0.266557927292983	0	0	0	0.0156008241242613	0.08326315087646	0.0980715959523706	0	0	0	0.13284338790287	0	0	0	0.132097898451963	0.0729032076068248	0.13284338790287	0.198662007792268	0
